codigo_bo,narrativa_original,contexto_completo,relatorio_ia
8307,narra comunicante  vitima sabe informar precisamente extraviou documentos pessoais  furtado  terceiros utilizaram dados pessoais comprarem veiculo  sendo vw  gol 16v  cor prata  ano 2000  placa  informa nunca conhecimento automóvel  e nunca chegou ver referido veiculo  informa chegou receber mensagem via sms  numero27440  referente divida ativa  efetuar negociação débito atraso  através numero e informa nome encontra divida ativa  devido licenciamento veicular atraso  informa utilizaram dados pessoais outra cédula identidade  sendo nome mãe cadastro pessoa fisica ,CODIGO: 8307 | NATUREZA: ESTELIONATO | DATA: 2024-03-20 00:00:00.000 | HORA: 1970-01-01 08:00:00 | LOCAL: CUIABA/PREJUDICADO | TIPO LOCAL: RESIDÊNCIA PARTICULAR | NARRATIVA: narra comunicante  vitima sabe informar precisamente extraviou documentos pessoais  furtado  terceiros utilizaram dados pessoais comprarem veiculo  sendo vw  gol 16v  cor prata  ano 2000  placa  informa nunca conhecimento automóvel  e nunca chegou ver referido veiculo  informa chegou receber mensagem via sms  numero27440  referente divida ativa  efetuar negociação débito atraso  através numero e informa nome encontra divida ativa  devido licenciamento veicular atraso  informa utilizaram dados pessoais outra cédula identidade  sendo nome mãe cadastro pessoa fisica ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-03-20  
**HORA INICIAL DOS FATOS:** 1970-01-01 08:00:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima relatou o extravio de documentos pessoais, sendo que terceiros utilizaram os dados para comprar um veículo (VW Gol 16V, cor prata, ano 2000, placa não informada). A vítima não possui conhecimento sobre o automóvel e nunca o viu. Recebeu mensagem via SMS do número 27440 sobre débito ativo, solicitando negociação de dívida por atraso de licenciamento veicular. A vítima informa que dados pessoais de outra cédula de identidade (nome da mãe) foram utilizados, sendo o cadastro realizado como pessoa física."
7380,informando recebe solicitação amizade facebook   pediu fotos nudez comunicante negou mandar  posteriormente mandou foto nudez sendo ele  comunicante então bloqueou  apos dois dias menos  delegado policia  dizendo familia menor delegacia  queixando contra comunicante dizendo comunicante mexendo menor idade  poderiam resolver ali questão  iria feito fiança valor r 4260  periodo manha  parte tarde entraram contato novamente comunicante pedindo dinheiro custear remedios clinica onde garoto internado apos pagamento familia garoto iria fazer nada contra comunicante  pediram r   comunicante então mandou via pix  acreditando ajudar familia  recebedora desses dois pix mesma pessoa   pix aleatoria  dia seguinte comunicante mandou r 11400  segunda parte pagamento  mesma beneficiaria  sendo segundo pix  comunicante fez emprestimo bancario  mandou via pix  telefone estado rio grande sul  ddd 0 watsap supostamente delegacia la  dea  logotipo pjc  antes fazer pix  fizeram inferno cabeça comunicante forçalo mandar dinheiro ,CODIGO: 7380 | NATUREZA: ESTELIONATO | DATA: 2024-06-10 00:00:00.000 | HORA: 1970-01-01 10:30:00 | LOCAL: CUIABA/SAO JOAO DEL REI | TIPO LOCAL: RESIDÊNCIA PARTICULAR | NARRATIVA: informando recebe solicitação amizade facebook   pediu fotos nudez comunicante negou mandar  posteriormente mandou foto nudez sendo ele  comunicante então bloqueou  apos dois dias menos  delegado policia  dizendo familia menor delegacia  queixando contra comunicante dizendo comunicante mexendo menor idade  poderiam resolver ali questão  iria feito fiança valor r 4260  periodo manha  parte tarde entraram contato novamente comunicante pedindo dinheiro custear remedios clinica onde garoto internado apos pagamento familia garoto iria fazer nada contra comunicante  pediram r   comunicante então mandou via pix  acreditando ajudar familia  recebedora desses dois pix mesma pessoa   pix aleatoria  dia seguinte comunicante mandou r 11400  segunda parte pagamento  mesma beneficiaria  sendo segundo pix  comunicante fez emprestimo bancario  mandou via pix  telefone estado rio grande sul  ddd 0 watsap supostamente delegacia la  dea  logotipo pjc  antes fazer pix  fizeram inferno cabeça comunicante forçalo mandar dinheiro ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-06-10  
**HORA INICIAL DOS FATOS:** 10:30  
**LOCAL:** CUIABA/SAO JOAO DEL REI  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
O comunicante solicitou amizade no Facebook, pediu fotos de nudez ao comunicante, que negou. Posteriormente, o comunicante mandou uma foto de nudez e foi bloqueado. Após dois dias, o comunicante procurou a polícia, alegando que estava mexendo com um menor de idade, oferecendo fiança de R$ 4.260,00. O comunicante foi orientado a ir à delegacia, onde foi informado de que a família do menor iria fazer nada contra ele. Em seguida, o comunicante solicitou dinheiro para custear remédios de um garoto internado, solicitando R$ 11.400,00. Após o pagamento, o comunicante mandou R$ 11.400,00 via PIX, com destino a um número de telefone no Rio Grande do Sul, com logotipo falso da PJC. O comunicante também realizou empréstimo bancário para pagar a segunda parte, enviando R$ 11.400,00 via PIX. O contato foi feito por WhatsApp, com suposta ligação para uma delegacia da DEA, resultando em pressão para o envio de dinheiro."
6057,que  data acima registro agua furtado  relata apenas agora data 11012024 tomar ciencia registro agua                  nada declarar,CODIGO: 6057 | NATUREZA: FURTO | DATA: 2024-01-10 00:00:00.000 | HORA: 1970-01-01 12:00:00 | LOCAL: CUIABA/PREJUDICADO | TIPO LOCAL: OUTRO | NARRATIVA: que  data acima registro agua furtado  relata apenas agora data 11012024 tomar ciencia registro agua                  nada declarar,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 11/01/2024  
**HORA INICIAL DOS FATOS:** 12:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** FURTO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** Ocorreu furto em área de registro de água, com registro feito em 11/01/2024. O relator informa que nada foi declarado a respeito."
13773, citadas   suposta funcionária banco bv   simulado empréstimo capital giro empresarial  verificar informações  comunicante informou problemas  pois empresa possui tempo abertura  vania  então  enviou contato outra empresa  az assessoria empresarial  cnpj  560654 01   comunicante repassou informações solicitadas  entanto  informação necessário realizar pagamento valor r 71210 aumentar limite crédito  credit rating   comunicante realizou pagamento favor  seguida  entrou novamente contato srª vania  que  após verificar informações  constatou novo problema  agora relacionado cpf comunicante  orientado deveria entrar contato az novamente  iria solucionar questão  comunicante novamente cobrado valor r 780 aumentar rating cpf  comunicante realizou pagamento novamente mesma pessoa  logo após  retornou srª vania  informou dificuldades terceira vez pois necessário solicitar dmpl  retornar novamente conversar az solicitar dmpl  informado necessário pagar valor r 130500  referente demonstração mutações patrimônio líquido  dmpl   neste momento comunicante desconfiou tratava golpe  logo após entrou contato colega contador  explicou situação disse realmente tratava golpe       boletim      relatar ,CODIGO: 13773 | NATUREZA: ESTELIONATO | DATA: 2025-03-03 00:00:00.000 | HORA: 1970-01-01 14:33:00 | LOCAL: CUIABA/PREJUDICADO | TIPO LOCAL: INTERNET | NARRATIVA:  citadas   suposta funcionária banco bv   simulado empréstimo capital giro empresarial  verificar informações  comunicante informou problemas  pois empresa possui tempo abertura  vania  então  enviou contato outra empresa  az assessoria empresarial  cnpj  560654 01   comunicante repassou informações solicitadas  entanto  informação necessário realizar pagamento valor r 71210 aumentar limite crédito  credit rating   comunicante realizou pagamento favor  seguida  entrou novamente contato srª vania  que  após verificar informações  constatou novo problema  agora relacionado cpf comunicante  orientado deveria entrar contato az novamente  iria solucionar questão  comunicante novamente cobrado valor r 780 aumentar rating cpf  comunicante realizou pagamento novamente mesma pessoa  logo após  retornou srª vania  informou dificuldades terceira vez pois necessário solicitar dmpl  retornar novamente conversar az solicitar dmpl  informado necessário pagar valor r 130500  referente demonstração mutações patrimônio líquido  dmpl   neste momento comunicante desconfiou tratava golpe  logo após entrou contato colega contador  explicou situação disse realmente tratava golpe       boletim      relatar ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-03-03  
**HORA INICIAL DOS FATOS:** 1970-01-01 14:33:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante foi vítima de golpe via internet, onde suposta funcionária do Banco BV simulou empréstimo para capital de giro empresarial. Após verificar informações e realizar pagamento de R$ 71.210, foi orientado a contactar a empresa AZ Assessoria Empresarial (CNPJ 56.0654.01) para resolver problemas relacionados ao CPF. Novos pagamentos foram solicitados (R$ 780 e R$ 130.500) para aumentar o rating e obter demonstração de mutações patrimoniais líquidas. Após o terceiro pagamento, o comunicante desconfiou do golpe e contactou colega contador, que confirmou tratar-se de fraude."
8927, dia 04  volta 15 horas  recebi mensagem texto  atraves numero telefone  identificando bia  atendente digital bradesco  informando tentativa r 6792  caso reconhecece tal compra  deveria acessar link enviado https  contatobiaonline digitasse opção 1  imediato realizei  pois reconheci tal compra  posteriormento  volta  dizendo bia atendimento digital bradesco  informando havia creditado valor indevido r  conta corrente  que  valor  virtude horário avançado  disse iria dia seguinte  dia seguinte  05062024  volta 830  tratar assuinto  valor  caixa eletrônico dei conta tratava golpe  pois orientado vazer transferência phelipe carvalho oliveira  desliguei telefone procurei atendente agencia orientou fazer boletim ocorrência procurar agência  após ter desligado telefone  ocorreu várias tentativas contato  atendendo  mulher ligou numero  falar assunto  imediatamente desliguei telefone  diante exposto  declaro valor liberado conta valor r 000  mim solicitado  liberado  solicito imediato estorno valor creditado  bem despesas possam geradas  at  adriani alvarenga correa costa cpf 911654 58187 correntista banco bradesco agencia 3218 conta  17418   confeccionado comunicante xxxxxxxx,CODIGO: 8927 | NATUREZA: ESTELIONATO | DATA: 2024-06-04 17:15:00.000 | HORA: 1970-01-01 17:15:00 | LOCAL: CUIABA/CENTRO NORTE | TIPO LOCAL: A BANCO | NARRATIVA:  dia 04  volta 15 horas  recebi mensagem texto  atraves numero telefone  identificando bia  atendente digital bradesco  informando tentativa r 6792  caso reconhecece tal compra  deveria acessar link enviado https  contatobiaonline digitasse opção 1  imediato realizei  pois reconheci tal compra  posteriormento  volta  dizendo bia atendimento digital bradesco  informando havia creditado valor indevido r  conta corrente  que  valor  virtude horário avançado  disse iria dia seguinte  dia seguinte  05062024  volta 830  tratar assuinto  valor  caixa eletrônico dei conta tratava golpe  pois orientado vazer transferência phelipe carvalho oliveira  desliguei telefone procurei atendente agencia orientou fazer boletim ocorrência procurar agência  após ter desligado telefone  ocorreu várias tentativas contato  atendendo  mulher ligou numero  falar assunto  imediatamente desliguei telefone  diante exposto  declaro valor liberado conta valor r 000  mim solicitado  liberado  solicito imediato estorno valor creditado  bem despesas possam geradas  at  adriani alvarenga correa costa cpf 911654 58187 correntista banco bradesco agencia 3218 conta  17418   confeccionado comunicante xxxxxxxx,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-06-04  
**HORA INICIAL DOS FATOS:** 17:15  
**LOCAL:** CUIABA/CENTRO NORTE – A BANCO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
No dia 04/06/2024, às 17h15, o autor recebeu mensagem de texto via número de telefone, identificando-se como atendente digital do Bradesco, informando tentativa de compra com código R$ 6792. O autor foi orientado a acessar um link (https) e digitar opção 1 para confirmar a compra. Após realizar o procedimento, recebeu mensagem informando que o valor foi creditado indevidamente à conta corrente, com orientação para realizar transferência para Felipe Carvalho Oliveira. Diante da suspeita de golpe, o autor desligou o telefone, procurou atendente na agência e solicitou boletim de ocorrência. Posteriormente, houve tentativas de contato por uma mulher, que o autor também desligou. O autor solicita imediato estorno do valor creditado (R$ 000) e reembolso de despesas, apresentando dados do correntista: Adriani Alvarenga Correa Costa, CPF 911.654.581-87, agência 3218, conta 17418."
1065,empresa mtsul construções sendo vitimas golpes pessoas passando funcionários aplicando golpe comercio local cuiabá várzea grande  caso mencionado aqui golpistas conseguiram retirar materiais loja acofer cuiabá  notas fiscais 78 13 66  8  3237 21 158091 19 3595 121124 totalizando r 9720760  fato consumou  porém diversas vezes ultimas semanas tentaram outras lojas  numeros utilizados  seguida  perda financeira entrega materiais ,CODIGO: 1065 | NATUREZA: ESTELIONATO | DATA: 2024-11-12 04:00:00.000 | HORA: 1970-01-01 12:32:00 | LOCAL: CUIABA/CENTRO-NORTE | TIPO LOCAL: OUTRO | NARRATIVA: empresa mtsul construções sendo vitimas golpes pessoas passando funcionários aplicando golpe comercio local cuiabá várzea grande  caso mencionado aqui golpistas conseguiram retirar materiais loja acofer cuiabá  notas fiscais 78 13 66  8  3237 21 158091 19 3595 121124 totalizando r 9720760  fato consumou  porém diversas vezes ultimas semanas tentaram outras lojas  numeros utilizados  seguida  perda financeira entrega materiais ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-11-12  
**HORA INICIAL DOS FATOS:** 04:00  
**LOCAL:** CUIABA/CENTRO-NORTE  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A empresa MTSUL Construções foi vítima de golpe em que indivíduos que se passaram por funcionários aplicaram uma fraude no comércio local de Cuiabá (Várzea Grande). Os golpistas conseguiram retirar materiais da loja Acofer Cuiabá, utilizando notas fiscais com números: 78, 13, 66, 8, 3237, 21, 158091, 19, 3595, 121124, totalizando R$ 9.720.760,00. O fato foi consumado, mas os golpistas tentaram outras lojas diversas vezes nas últimas semanas, utilizando números seguidos e resultando em perda financeira e entrega de materiais."
6836,quebrou mensagem mae  seguida  quebrou mensagem mae  ,CODIGO: 6836 | NATUREZA: FALSA IDENTIDADE | DATA: 2025-01-17 00:00:00.000 | HORA: 1970-01-01 16:48:00 | LOCAL: CUIABA/PORTO | TIPO LOCAL: OUTRO | NARRATIVA: quebrou mensagem mae  seguida  quebrou mensagem mae  ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-01-17  
**HORA INICIAL DOS FATOS:** 1970-01-01 16:48:00  
**LOCAL:** CUIABA/PORTO  
**NATUREZA DA OCORRÊNCIA:** FALSA IDENTIDADE  
**RELATO SUCINTO DOS ACONTECIMENTOS:** Ocorreu uma tentativa de manipulação de identidade, com registros de ""quebrou mensagem mae"" repetidos, sugerindo falha ou erro no processo de validação de identidade. O evento foi registrado no local especificado, com data e horário informados."
2744,indevidamente representantes escritório advocacia representa  advocacia lacerda   solicitando transferência valores  quais decorrentes supostos valores impostos processo escritório representa  efetuei  898833  outra valor r 579367  totalizando r 14782  entrar contato advogados  advocacia lacerda   informado tratase pessoas  criminosos utilizandose sócios escritório havia feito boletim ocorrência data anterior fato  boletim ocorrência 3191  datado 2024comunicando tentativa golpe terceiros utilizando sócios  informado redes sociais tentativa golpe  telefone utilizado golpistas foram  dados bancários  bem pix valores transferidos  adilson b rodrigues pix  picpay agência 0001 conta  protocolo n  ,CODIGO: 2744 | NATUREZA: OUTRAS FRAUDES | DATA: 2024-01-03 16:30:00.000 | HORA: 1970-01-01 16:30:00 | LOCAL: CUIABA/DUQUE DE CAXIAS | TIPO LOCAL: INTERNET | NARRATIVA: indevidamente representantes escritório advocacia representa  advocacia lacerda   solicitando transferência valores  quais decorrentes supostos valores impostos processo escritório representa  efetuei  898833  outra valor r 579367  totalizando r 14782  entrar contato advogados  advocacia lacerda   informado tratase pessoas  criminosos utilizandose sócios escritório havia feito boletim ocorrência data anterior fato  boletim ocorrência 3191  datado 2024comunicando tentativa golpe terceiros utilizando sócios  informado redes sociais tentativa golpe  telefone utilizado golpistas foram  dados bancários  bem pix valores transferidos  adilson b rodrigues pix  picpay agência 0001 conta  protocolo n  ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-01-03  
**HORA INICIAL DOS FATOS:** 16:30:00  
**LOCAL:** CUIABA/DUQUE DE CAXIAS  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
O relato apresenta um caso de fraude, em que indivíduos falsamente representaram um escritório de advocacia ""Lacerda"", solicitando transferências de valores referentes a supostos impostos de um processo. O autor da ocorrência informou ter realizado transferências de R$ 898.833,00 e R$ 579.367,00, totalizando R$ 1.478.200,00. Após contato com os advogados, foi constatado que se tratava de pessoas criminosas utilizando sócios do escritório. O autor já havia registrado um boletim de ocorrência (nº 3191, data 2024) informando a tentativa de golpe contra terceiros, com uso de redes sociais e dados bancários falsificados. Os golpistas utilizaram números de telefone e plataformas como Pix (Adilson B. Rodrigues) e PicPay, com agência 0001 e conta corrente, além de protocolo de identificação."
2027,dia 3025  volta   recebeu mensagem via whatsapp   912643  suspeito passava advogado   informou ação ganha finalizada sucesso  precisava pagar taxa valor causa liberado valor r 129966  sessenta seis centavos   destinatário  samara  banco  nu pagamentos sa  agencia   conta  021  cpf  0194 310  outro valor 7  setecentos reais   destinatário     banco  mercado pago instituicao pagamento ltda  cpf  628224 86395  comunicante efetuou pagamentos mandou comprovante suspeito  disse aguardar 45 minutos liberado dinheiro ação  comunicante  934465681  onde suspeito pede outro valor r 3000 fazer liberação valor ação  comunicante percebeu passava devidas providências                 nada declarar ,CODIGO: 2027 | NATUREZA: ESTELIONATO | DATA: 2025-01-30 00:00:00.000 | HORA: 1970-01-01 13:45:00 | LOCAL: CUIABA/PREJUDICADO | TIPO LOCAL: OUTRO | NARRATIVA: dia 3025  volta   recebeu mensagem via whatsapp   912643  suspeito passava advogado   informou ação ganha finalizada sucesso  precisava pagar taxa valor causa liberado valor r 129966  sessenta seis centavos   destinatário  samara  banco  nu pagamentos sa  agencia   conta  021  cpf  0194 310  outro valor 7  setecentos reais   destinatário     banco  mercado pago instituicao pagamento ltda  cpf  628224 86395  comunicante efetuou pagamentos mandou comprovante suspeito  disse aguardar 45 minutos liberado dinheiro ação  comunicante  934465681  onde suspeito pede outro valor r 3000 fazer liberação valor ação  comunicante percebeu passava devidas providências                 nada declarar ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-01-30  
**HORA INICIAL DOS FATOS:** 1970-01-01 13:45:00 (Nota: Data de hora inconsistente, possivelmente erro de digitação. A data dos fatos é 2025-01-30, mas a hora registrada é inválida).  
**LOCAL:** CUIABA/PRÊDIO PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
A vítima recebeu, por meio de mensagem no WhatsApp, uma comunicação de um suspeito que se fingia de advogado, informando que uma ação judicial foi vencida e que era necessário pagar uma taxa para liberar o valor da causa (R$ 129.966,66). O suspeito solicitou o pagamento para o destinatário ""Samara"", via Nu Pagamentos, agência 021, conta 021, CPF 0194.310. Posteriormente, foi solicitado outro valor de R$ 770, destinado ao Banco Mercado Pago, instituição pagamento ltda, CPF 628224.86395. A vítima efetuou os pagamentos e foi informada de aguardar 45 minutos para a liberação dos recursos. Em seguida, o suspeito solicitou novamente o pagamento de R$ 3.000 para finalizar a liberação. A vítima percebeu que a situação era fraudulenta e não declarou nada."
10797,realizei compra cartão crédito link httpsprincipiaskincareskincareoficialcom onde compra deu valor total 5r parcelei x cartão crédito  após isso  recebi email transportadora rastreio pró status entrega  porém  código rastreio oferecido rastreável  compra consta empresa principia informações suporte existem  válidas  seguida  após constatação golpe dia hoje  18122024  entrando contato principia  solicitamos cancelamento compra efetuada cartão junto banco tentamos informações complementares relatar ,CODIGO: 10797 | NATUREZA: ESTELIONATO | DATA: 2024-12-15 04:00:00.000 | HORA: 1970-01-01 15:33:00 | LOCAL: CUIABA/CAMPO VELHO | TIPO LOCAL: OUTRO | NARRATIVA: realizei compra cartão crédito link httpsprincipiaskincareskincareoficialcom onde compra deu valor total 5r parcelei x cartão crédito  após isso  recebi email transportadora rastreio pró status entrega  porém  código rastreio oferecido rastreável  compra consta empresa principia informações suporte existem  válidas  seguida  após constatação golpe dia hoje  18122024  entrando contato principia  solicitamos cancelamento compra efetuada cartão junto banco tentamos informações complementares relatar ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-12-15  
**HORA INICIAL DOS FATOS:** 15:33  
**LOCAL:** CUIABA/CAMPO VELHO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
O autor realizou compra via cartão de crédito no site ""httpsprincipiaskincareskincareoficialcom"", onde o valor total foi de R$ 5,00, parcelado em 2x. Posteriormente, recebeu email da transportadora com código rastreio, que era válido e constava a empresa ""Principia"" como responsável. Após constatação de golpe, no dia 18/12/2024, entrou em contato com a empresa ""Principia"", solicitando cancelamento da compra e informações complementares, mas não obteve resposta. A compra foi efetuada via cartão e tentou contato com o banco para relatar o caso."
8976,horário fatos  entrou google renovar cnh  acessou suposto site detran realizar procedimento  comenta fez cadastro site fornecendo todos dados pessoais site falso   realizou pagamento r 5424  referente suposta taxa  encaminhado mangofy  cnpj  48780455 0001   comunicante informa que  dia seguinte  212025  dirigiu detran  site falso  logo após  veio  ciente boletim ocorrência ,CODIGO: 8976 | NATUREZA: ESTELIONATO | DATA: 2025-02-20 00:00:00.000 | HORA: 1970-01-01 10:00:00 | LOCAL: CUIABA/SANTA ROSA | TIPO LOCAL: INTERNET | NARRATIVA: horário fatos  entrou google renovar cnh  acessou suposto site detran realizar procedimento  comenta fez cadastro site fornecendo todos dados pessoais site falso   realizou pagamento r 5424  referente suposta taxa  encaminhado mangofy  cnpj  48780455 0001   comunicante informa que  dia seguinte  212025  dirigiu detran  site falso  logo após  veio  ciente boletim ocorrência ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-02-20  
**HORA INICIAL DOS FATOS:** 1970-01-01 10:00:00  
**LOCAL:** CUIABA/SANTA ROSA  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima, ao tentar renovar CNH no site do DETRAN, acessou um site suposto, fornecendo dados pessoais e realizando pagamento de R$ 5.424,00 para uma suposta taxa. Posteriormente, foi informada que o site era falso e que o pagamento não seria válido. No dia seguinte (21/02/2025), ao comparecer ao DETRAN, foi ciente de que o procedimento havia sido realizado em um site fraudulento e foi comunicado o boletim de ocorrência."
14310,volta 1120 vi promoção livros internet editora saraiva  pedia colocar todos dados entrega  dados pessoais telefone  direcionoume site onde pedia escolher box livros  pagar frete taxa importação  logo pensei poderia golpe  todos dados fiquei medo liguei mãe  orientou fazer boletim ocorrência confeccionado responsabilidade civil criminal declarante    ,CODIGO: 14310 | NATUREZA: ESTELIONATO | DATA: 2024-11-01 11:20:00.000 | HORA: 1970-01-01 11:20:00 | LOCAL: CUIABA/BOA ESPERANCA | TIPO LOCAL: INTERNET | NARRATIVA: volta 1120 vi promoção livros internet editora saraiva  pedia colocar todos dados entrega  dados pessoais telefone  direcionoume site onde pedia escolher box livros  pagar frete taxa importação  logo pensei poderia golpe  todos dados fiquei medo liguei mãe  orientou fazer boletim ocorrência confeccionado responsabilidade civil criminal declarante    ,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-11-01  
**HORA INICIAL DOS FATOS:** 11:20  
**LOCAL:** CUIABA/BOA ESPERANÇA  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima recebeu uma promoção de livros via internet, da editora Saraiva. Ao preencher dados pessoais e informações de contato, foi direcionada a um site que exigia escolha de um box de livros e pagamento de frete e taxa de importação. Suspeitando de golpe, a vítima ligou para a mãe, que orientou a realização de um boletim de ocorrência. O declarante assume responsabilidade civil e criminal."
2207,que  inicio ano passado contratado fazer obra  meio ano sr cidinei havia contratado ele  acabou encerrando contrato iria contratar outro rapaz  relata comunicante que  após ocorrido  srcidinei pedindo pagasse valor pago adiantamento serviço  valor r 7000 mil reais fazer compras materiais pagar mãos obras  acontece srcidinei pediu terceiros cobrarem  divida  comunicante comunicante vem sendo ameaçado constantemente terceiros  suspeitos nome  adones  outro    comunicante relata nomes suspeitos estariam ameaçando  narra ainda ambos usuarios drogas  juntamente srcidinei                  nada declarar,CODIGO: 2207 | NATUREZA: AMEAÇA | DATA: 2024-02-20 00:00:00.000 | HORA: 1970-01-01 13:00:00 | LOCAL: CUIABA/PREJUDICADO | TIPO LOCAL: INTERNET | NARRATIVA: que  inicio ano passado contratado fazer obra  meio ano sr cidinei havia contratado ele  acabou encerrando contrato iria contratar outro rapaz  relata comunicante que  após ocorrido  srcidinei pedindo pagasse valor pago adiantamento serviço  valor r 7000 mil reais fazer compras materiais pagar mãos obras  acontece srcidinei pediu terceiros cobrarem  divida  comunicante comunicante vem sendo ameaçado constantemente terceiros  suspeitos nome  adones  outro    comunicante relata nomes suspeitos estariam ameaçando  narra ainda ambos usuarios drogas  juntamente srcidinei                  nada declarar,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-02-20  
**HORA INICIAL DOS FATOS:** 1970-01-01 13:00:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** AMEAÇA  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante relata que, no início do ano passado, foi contratado para executar uma obra. Após meio ano, o contratante (sr. Cidinei) encerrou o contrato e pretendia contratar outro profissional. O comunicante afirma que, após o término do contrato, sr. Cidinei solicitou o pagamento de R$ 7.000,00 para custear compras de materiais e pagamento de mão de obra. Em seguida, sr. Cidinei solicitou que terceiros cobrassem a dívida, resultando em ameaças constantes ao comunicante por parte de suspeitos, cujos nomes são Adones e outro indivíduo. O comunicante relata que ambos os suspeitos são associados a uso de drogas e estão envolvidos com sr. Cidinei. Nada foi declarado a mais."
